"positive", "bagus ramah sopan serta santun"
"negative", "sampai hotel jam kemudian istirahat bentar trip business malam mau mandi da sabunan aer mati complain sih minta maaf di kasih botol aqua kumaha kalau mules pagi aer normal jam an mau check out mau mandi lagi aer nya habis lagi room bagus kebersihan bagus masalah air semoga tidak terulang karna agak fatal"
"negative", "kolom renangnya terlalu kotor sekali"
"negative", "banyak fasilitas rusak yang belum diperbaiki"
"negative", "kurang optimal dalam pelayanan makanan kurang variatif"
"positive", "menyenangkan menginap disini karena lokasinya strategis"
"positive", "recommended untuk trip selanjutnya"
"negative", "fasilitas dalam kamar mandi ada yang rusak menu sarapan kurang petunjuk emergency exit tidak terlihat di dalam kamar malam hari sempat bau asap rokok dari ac"
"negative", "lampunya redup jadi terkesan seram kamar mandi bau dan airnya banjir tidak ada kulkas"
"negative", "tengah malem ga nyaman karna berisik bgt dari lantai atas kamar sy suara pijakan orang lari kedenger kenceng bgt brisik bgt"
"negative", "standard lah terlalu mahal untuk hotel bintang"
"positive", "enak nyaman servicesnya ok banget dan deket ama dago pakar dan harga juga terjangkau kamar juga bersih"
"negative", "bagus balkonnya kurang bagus"
"negative", "nyamuknya agak banyak untuk kamar bawah"
"positive", "lumayan untuk singgah sementara waktu"
"positive", "cukup bersih dan nyaman serta dekat dengan pusat hiburan"
"positive", "bagus dan harganya sangat terjangkau dekat pusat kota ada air panas dan free breakfast"
"positive", "lumayan banget"
"negative", "buruknya toilet nggak pakai pintu pakai tirai aja buat penutup dan ruangan kecil dengan harga yang nggak murah"
"positive", "harga oke kamar oke dan pelayanan oke"
"positive", "bagus dan nyaman dan mudah mudahan lain kali ke bandung bisa menginap di sini lg aksesnya jg mudah"
"negative", "air buat mandi kurang hangat terus harus menunggu jam untuk kurang hangatnya itu"
"positive", "pegawainya oke banget hotelnya bersih dan rapi walaupun tempatnya kecil tapi sangat nyaman"
"negative", "tidak ada lift dan agak jauh dari ciwalk walau sama sama di jalan cihampelas"
"positive", "designnya menarik saya suka halaman tengahnya supaya bisa lebih fungsional bukan hanya untuk pajangan"
"positive", "sangat strategis keep it up"
"positive", "keren sejuk pula good job"
"positive", "petugas baik dan kebersihan baik"
"positive", "cuma semalam tetapi memuaskan bersih dan strategis harga juga tidak mahal salam"
"positive", "murah bersih dan nyaman dalam kota lagi"
"positive", "jika seluruh hotel di bandung penuh bisa jadi pilihan terakhir"
"positive", "hotel fav d bandung makanannya enak semua"
"positive", "lokasi strategis murah pelayanan baik bgt pagi pagi dicuciin mobilnya super recommended"
"positive", "menyenangkan menginap sekitar area dago"
"positive", "hotelnya bagus dan pelayanannya oke pagi pagi mobil udah bersih dibersihin petugasnya"
"positive", "nyaman dan bersih tidak berisik"
"negative", "kurang bersih dan kecoa durian diluar hilang"
"negative", "ketika peak hour water heaternya tidak langsung menyala hingga kurang lebih satu jam kemudian sehingga air mandi masih dingin lalu tidak disediakan pemanas air minum oleh pihak hotel namun luas dan desain kamar juga tata letak kasur melebihi ekspektasi untuk harga kamar yang dibayarkan kami tidak sempat menukarkan kupon sarapan juga tidak melakukan order makanan dari hotel sehingga tidak ada review untuk menu makanan yang disediakan"
"negative", "plus kamar luas orang ada di kamar gk akan kesempitan channel tv banyak minus hot water kamar mandi gk berfungsi tidak ada cattle air kopi dan teh"
"negative", "lebih ditingkatkan lagi kebersihan dan pelayanannya"
"positive", "alus pisan cocok buat yang nyari hotel murah tapi memuaskan"
"positive", "mantap suka tempatnya makanan nya harganya pelayanannya top"
"negative", "capek harus naik turun tangga minta dilantai dapatnya di lantai lift mati"
"positive", "cocok untuk honeymoon pelayanan puas bgt ramah pula pegawainya pemandangan keren dan bagus pengen ke sana lagi rasanya tidak mau pulang"
"positive", "awalnya saya kira kamarnya jelek ternyata ya lumayan ditambah saya suka dengan view dr jendela kamar saya"
"positive", "lumayan menyenangkan lah mantap"
"positive", "hotelnya nyaman dan strategis memuaskan"
"negative", "air panasnya tidak berfungsi dengan semstinya"
"positive", "sangat baik dalam pelayanan puas baik profesional"
"positive", "lumayan cukup bersih untuk kamarnya"
"positive", "ok semuanya pertahankan dan tingkatkan"
"positive", "hotelnya bersih lokasi strategis murah"
"negative", "kami menginap di kamar yang buat orang pas waktu itu kamar yang di atas yang kami tempati pun terisi alhasil semalaman suara berisik dari langkah langkah kaki yang menghetak dipapan kayu"
"negative", "saya memesan kamar untuk orang awalnya kami di kasih kamar yg sempit untuk kapasitas orang yg tidak sesuai dengan gambar dan deksripsi akhirnya saya complain ke resepsionis dan akhirnya bisa pindah walau agak sedikit sulit birokrasi nya tolong pihak manajemen untuk lebih profesional lagi dalam menyikapi para customer"
"negative", "kurang kedap suara jadi suara penghuni lain di lantai atas sangat terdengar dari bawah membuat saya tidak bisa tidur"
"positive", "nyaman ditengah kota mudah kemana"
"positive", "pelayanan dan kebersihan hotel yang baik dan lokasi yang strategis membuat hotel ini menjadi salah satu rujukan utama untuk bermalam di bandung terima kasih"
"negative", "front office harus lbh ramah pada wkt sy check in fo less smile pdhl tdk ada antrian yg sibuk"
"negative", "lokasi strategis dan bertepatan dengan festival asia afrika sehingga jalanan menuju hotel banyak yang ditutup tetapi sangat disayangkan bahwa security ibis hotel yang berada di jalan braga tidak aware terhadap tamu sehingga harus berputar putar kali hanya untuk mencapai lokasi hotel itupun dibantu oleh tukang parkir dan security yang standby di jalan braga yang seharusnya mengarahkan tamu malah diam saja"
"positive", "kamarnya bersih dan pelayanannya bagus"
"negative", "kamar mandi nya bau tidak bersih juga air panas nya tidak bener keluar nya cuma sedikit doank dan tidak bisa merokok sungguh mengecewakan"
"positive", "suka banget bersih dan murah breakfast bs di anter pula"
"positive", "tempat sangat strategis di pusat kota hampir tak ada kekurangan sangat nyaman dan memuaskan keep it up"
"positive", "kamar bersih kasur premium recommended"
"positive", "hotelnya baguuss bersih bathroomnya pelayanannya juga ramah hari menginap disana puas dehh cuma ajah disediakan kopi dan teh didapur hotel namun tidak ditawarkan kpda pengunjung tapi yang pasti liburan saya kebandung sangat memuaskan pulang capek dari explore seluruh bandung dan begitu pulang ke penginapan hotel tidur dengan nyenyak"
"positive", "secara keseluruhan semua baik pelayanan ramah kamar pun sangat nyaman"
"positive", "sepadan kamar nyaman bersih breakfastnya juga enak"
"positive", "lokasi dekat strategis parkir luas dan lingkungan nyaman"
"positive", "alqueby sangat bersih compact fungsional nyaman dan cocok untuk perjalanan bisnis"
"positive", "yang penting bisa untuk istirahat malam"
"positive", "suka pake banget lokasi bagus kamar viewnya bagus sarapan enak pelayanan ramah bersih balik lagi ini mah"
"positive", "hotel dekat dengan tpt tujuan wisata makanan b variasi pelayanan bagus kebersihan bagus"
"negative", "wifi lemot sudah saya comment ke reception untuk di tingkatkan wifi agar lebih ok"
"positive", "senang bermalam disaat tamu tidak terlalu banyak karna malam senin"
"positive", "nyaman bersih dan lokasinya cukup strategis"
"positive", "tempat nyaman menu sarapan ok"
"negative", "tidak bagus kamarnya tidak sesuai harapan"
"negative", "hotelnya serem untuk bawa anak kecilpun jadi tidak aman rasanya"
"negative", "tempatnya kurang bersih alat alatnya pada rusak wcnya bau"
"negative", "wifi tidak sampai ke kamar dan lorong kamar sangat gelap"
"negative", "bangunan hotelnya tua tampak suram berbau kurang sedap fasilitas perlu banyak yang diperbaiki seperti wc flushnya ngadat jadi harus manual kunci kamar mandi rusak yang paling parah bantalnya bau maaf iler apakah tidak diganti dari tamu sebelumnya"
"positive", "lokasi bagus hotel bersih rekomended"
"positive", "ok lokasi dekat bip makanan gampang"
"positive", "tempatnya cozy keren recommended deh buat para pecinta bandung"
"negative", "kecil dan agak di atas rata harganya"
"negative", "berisik suara musik sangat mengganggu"
"positive", "romantis tempatnya bikin betah"
"positive", "memuaskan dan service bagus good"
"positive", "untuk urusan bisnis saya menginap di hotel ini atas ajakan rekan bisnis saya dan ternyata hotel ini cukup memadai bagi kami saya akan kembali menginap disini apabila saya ke bandung lagi"
"negative", "handuk lebih bersih lagi donk seharusnya sama gelas dan wc nya"
"negative", "toiletnya kotor seprei dan selimutnya bau apek handuknya perlu diganti yang baru"
"negative", "fasilitas kamar tolong diperbagus lagi"
"positive", "menyenangkan nyaman aman dan asri"
"negative", "kamar kotor berdebu kamar mandi tidak ada air hangat"
"positive", "worth it dengan harga murah dan fasilitas bintang"
"negative", "jd inget waktu jaman famestation ngehits di bandung skrg hotel fame nya nampak kurang terurus mohon maaf klo dibagusin lg pasti mantap"
"negative", " lantai harus naik tangga karena lift mati kamar mandi kotor"
"positive", "bagus kalau ke bandung bisa jadi pilihan menginap"
"positive", "bersahabat segalanya"
"positive", "hotelnya tidak terlalu besar bersih rapih dan fasilitas memadai sebagai tempat istirahat"
"positive", "sangat terbantu dengan membawa bayi"
"positive", "bersih ramah kamar luas lokasi cukup strategis"
"positive", "memuaskan fasilitas dan pelayanan semuanya mencerminkan hotel bintang"
"positive", "pelayanan ramah receptionis ramah ramah"
"positive", "kami sangat berkesan menginap disana pelayanannya oke"
"negative", "keamanannya sangat mengecewakan gak ada cctv nya saat renang ada yang kehilangan hp pada saat mengadu ke security malah security nya tidak sigap padahal hp baru ajj berapa menit ilang karena pas kejadian saya benar persis ada di sebelah meja yang kehilangan saya suruh geledah aja persatu biar puas eh security nya malah bilang tidak enak sm yang lain padahal pengunjung nya hanya beberapa org sj kenapa harus tidak enak pengunjung yang lain aja bersedia di geledah kok ternyata eh ternyata yang berenang di situ itu bebas org dari luar yang tidak menginap di hotel pun bisa berenang jg pantes aja tidak aman wong aku tanya sama anak anak yang lagi renang katanya dia tinggal di kampung belakang hotel dan katanya siapa aja boleh masuk dan berenang di hotel grha asal byr rb"
"positive", "apalagi yang bisa di katakan saya dan suami sudah x menginap di graha ciumbuleuit dan tidak pernah mengecewakan dari kebersihan pelayanan lokasi kenyamanan dan makanannya kalau ke bandung pasti menginap disini pertahankan selalu dan kalau bisa melebihi harapan pelanggan"
"positive", "bagus dan makanan enak murah serta cepat"
"negative", "wifinya kadang lemot bahkan tidak dapat tersambung di waktu"
"negative", "kamar kecil kamar mandi terlalu luas pagi house keeping ketok pintu mau di bersihkan kamarnya bu aneh masa tamu suruh nunggu di luar cara mana tuh alat fitnes tidak terawat kendor dan rusak makanan enak saat cek out harusnya tanyakan bagaimana review menginap di gcgh tp cuek aja harus sering ikut seminar tuh staff staff fo nya"
"positive", "sangat nyaman sekali recommended"
"positive", "enak nyaman dekat sama kuliner makanan dibdng"
"positive", "lokasi strategis dan sangat nyaman"
"positive", "lumayan bagus untuk menginap"
"negative", "air panas tidak jalan padahal kita mau mandi posisi kita masuk kamar jam air panas tidak jalan"
"positive", "kamar bersih pelayanan yang ramah"
"positive", "sarapannya enak dan pelayanannya ramah"
"positive", "pelayanan memuaskan kamar rapih makanan nya enak"
"positive", "lokasi cukup strategis dan nyaman"
"positive", "selama menginap disini saya dan keluarga sangat nyaman dan sangat menikmati"
"positive", "privacy terjamin pelayanan dan request cepat tanggap nyaman dan tenang"
"positive", "untuk kamar nya cukup luas dan kamar nya bersih"
"positive", "nyaman bersih dan pelayanannya menyenangkan"
"positive", "memuaskan dan pelayanan ramah serta sarapannya enak"
"positive", "bagus suasana nyaman dan tenang"
"positive", "cukup baik sesuai harga cukup memuaskan"
"positive", "pelayanan di hotelnya ramah ramah"
"positive", "pelayanan memuaskan sesuai dengan budget nya"
"negative", "kamar pengap dan berisik dengan suara orang"
"positive", "pelayanan dan kebersihannya memuaskan"
"positive", "hotel murah namun fasilitasnya mewah"
"negative", "pada saat masuk kamar lampu kamar mandi mati ac tidak dingin remote tv tidak berfungsi dan pd saat breakfast stock makanan sudah minim padahal waktu yang diberikan masih lama"
"negative", "seprai dan sarung bantal bau tidak kering jadi tidak nyaman pintu kamar mandi kamar tidak dapat dikunci pelayanan restoran buruk kurang ter koordinasi dalam menyiapkan breakfast rasa makan ada yang teralalu asin"
"positive", "ramah bersih fasilitas lengkap sejuk mudah untuk menyewa motor agar bisa berjalan jalan di sekitaran maribaya"
"negative", "kalo ada ac nya bakal lebih nyaman"
"positive", "sangat memuaskan dan pelayanannya ramah"
"positive", "sangat mengaksikan karena fasilitas yang memuaskan"
"negative", "permintaan keterangan menginap harus diulang berulang ulang itupun pakai perdebatan tapi akhirnya diberi keterangan menginap"
"positive", "bagus nyaman dan stategis"
"positive", "ok dan sangat dekat dengan tol pasteur"
"positive", "tempat strategis harga terjangkau"
"positive", "memuaskan pelayanan keramahan dan kebersihan"
"negative", "fasilitas tidak bagus heater tidak bisa digunakan closed tidak lancar"
"positive", "hotel cukup dekat dengan bussiness kami"
"negative", "standar lah sesuai budget cuma handuk udah tidak layak tipis dan sobek sobek pinggirnya tidak dikasih sendal sarapan lumayan enak cuma piringnya koq melamine ya"
"positive", "hotel tua yang nyaman bersih dekat ke manapun"
"positive", "lokasi strategis walaupun hotel lama kebersihan dan pelayanan cukup baik mobil juga dicuciin pas banget habis hujan agak kotor pas pakai sudah kinclong kurangnya tidak ada kulkas dan hair dryer furniture perlu diganti biar lebih cantik kapan mau lagi singgah di kedaton"
"positive", "shower kamar mandi untuk diganti yang lebih bagus lainnya ok"
"negative", "kamar mandi kurang bersih pengaturan meja mini bar tapi tidak ada colokan listrik untuk air panas seprai selimut handuk yang sudah harus diganti tidak ada lemari baju hanya bufet yang aku sendiri takut bukanya takut ada kecoak makan di restorannya harga selangit tak sesuai dengan rasa dan hidangan nilai plus hanya breakfast yang notabene enak ramah dan lokasi ok"
"positive", "nyaman kamarnya dan luas tempat parkirnya"
"positive", "cukup nyaman hanya perlu ditingkatkan lagi kebersihan kamarnya"
"positive", "hotel baik coba tingkatkan kbersihan agar lebih baik lagi"
"positive", "dua malam menginap diupgrade kekamar deluxe sarapannya baik untuk lampu kamar sebaikny diganti agar lebih terang thanks"
"positive", "secara lokasi lumayan strategis tempatnya mungkin untuk breakfast dibuat lebih banyak variasinya aja"
"positive", "kamar besar bersih dan rapi tempat bermain juga enak cuma mungkin karena masih baru jadi banyak rak yang kosong overall good stay with goo dprice"
"positive", "nice hotel dapat kamar di belakang jadi jalannya agak jauh tapi overall bagus all staff friendly and helpfull"
"positive", "biasa aja tempat lumayan strategis"
"positive", "bersih rapih lokasi juga strategis lebih baik lagi ada fasilitas water heater atau teh kopi selamat datang"
"positive", "dengan harga segini lumayan sih semuanya bersihnya lumayan yg penting ada air panas dan bisa pinjem handuk tp tempat tidurnya pake tangga gitu agak tinggi dr lantai bawahnya berhubung bawa anak kecil jd agak bahaya deh tp so far so good"
"positive", "karena perlu buat istirahat aja over all bagus wifi kenceng mandi air hangat lokasi strategis kuliner banyak kurang ceret teko listrik aja di kamar thx"
"positive", "memuaskan hotelnya bersih mungkin saran buat di restoran ada waitress perempuan dan rasa makanan terutama roti dan kueny divariasikan lagi hr saya menginap kuenay itu saja overall oke"
"positive", "tempatnya nyaman makanannya enak cuma memang jalannya lumayan rusak mau saran aja tambah fasilitas main anak anak dong spy anak tambah betah"
"negative", "semoga ke depan bisa lebih baik khususnya dalam menyediakan kebutuhan dasar tamu"
"positive", "kamarnya nyaman kamar mandi cukup bersih"
"positive", "lokasinya cukup strategis cocok bagi mereka yang memiliki keperluan bisnis pelayan baik ramah dan sangat membantu untuk kedepannya akan lebih baik apabila lahan parkir hotel menggunakan sistem tiket parkir semoga jadi lebih baik lagi"
"positive", "hotelnya lumayan bersih tenang dan pegawai hotelnya ramah dan bersahabat"
"positive", "bagus dan bersih sangat memuaskan"
"negative", "hotelnya ramai karena ada karaoke sampai sktr jam pagi jadi istirahatnya cukup terganggu air panas nya tdk menyala waktu pagi"
"negative", "saya bingung koq bisa bisanya di beri nama boutique hotel atau karena saya dpt kmr promo dgn hrg murah makanya dpt kmr yg jelek sudut kamarnya kotor seperti disapu tp tdk tuntas tata ruang kamar mandi tdk baik tidak ada tirai jd air kemana mana banjir lokal air panas kadang hidup kadang mati untung hanya numpang tdr saja jd alhamdulillah sdh ga nginep situ lg mhn maaf saya hrs sampaikan ini krn kaget kmr tdk sesuai ekspektasi minimum saya thanks"
"positive", "lokasi lumayan bagus bisa di akses taksi dengan cepat didepan hotel juga banyak warung warung makanan kalau kepepet laper selebihnya tidak ada point plus untuk hotel ini"
"positive", "hemat nyaman dan aman untuk berlibur"
"negative", "berisik kalau malam di bawah ada karaoke"
"negative", "masalah air kerannya tidak keluar air air panas di shower tidak normal suhunya susah mandinya"
"negative", "air dingin tidak nyala cuma bisa mandi air panas sudah komplain tetap aja tidak bisa mengalir"
"positive", "hotel sudah cukup tua perlu renovasi ulang namun pelayanannya bagus lapangan parkir mobil sangat luas dan sarapan pagi adalah yg terbaik dari semuanya hotel ini menyediakan menu sarapan yg variatif sekelas hotel bintang"
"positive", "nyaman relax terjangkau dan dekat pusat kota"
"negative", "saya minta early check in tapi sudah ditunggu dari jam tetap tidak bisa jadi akhirnya saya check in malem hari di kamar tidak ada air minum handuk hanya toilet bermasalah selama hari saya disana tidak ada air tidak bisa di flush pokoknya sangat mengecewakan"
"positive", "harga murah tempatnya asik mungkin kalau kebandung mampir sini lagi"
"positive", "lokasi strategis transportasi mudah"
"positive", "biasa saja makanan biasa banget pemandangan oke"
"positive", "goooddd bakalan jadi langganan nih kayanya"
"positive", "kamar bagus bersih nyaman sip lah"
"positive", "bersih bersahabat service friendly"
"positive", "hotelnya murah namun pelayanannya cukup baik lokasinya cukup strategis"
"negative", "parkir sempit dan tidak tertutup kalau hotel bersih"
"positive", "sangat menyenangkan menginap di sofyan inn specia tempatnya nyaman pelayanannya juga memuasakan banget pegawainya baik baik dan sabar sabar banget"
"negative", "kurangnya cuma tidak punya tempat parkir yang baik"
"positive", "lokasi strategis hari minggu car free day di depan hotel seruu"
"positive", "nyaman jauh dari kebisingan ac dan air panas juga lancar"
"positive", "nyaman menginap di hotel bantal guling pasar baru nanti kalau ke bandung lagi menginap distu lagi deh"
"positive", "enak nyaman ramah baik penjaganya pelayanan juga oke"
"positive", "sangat menyenangkan menginap di bantal guling fasilitas yang diperoleh sepadan dengan harga yang sangat terjangkau bahkan lebih tepatnya underrarted"
"negative", "ranjang besar hanya sprei dan bantal perlu lebih bersih dan wangi"
"positive", "letak hotel strategis namun jalan di depan hotel adalah one way hotel yang mewah dan nyaman staff yang sangat membantu dan ramah makanan untuk variasi cukup namun untuk rasa biasa saja"
"positive", "saya sangat suka dengan pelayanan hotel crwone bandung hotelnya nyaman bersih dan sangat berkesan"
"positive", "saya ambil kamar yang ada fasilitas executive sarapan di tempat terpisah dan malamnya ikut cocktail party juga"
"positive", "bersih menyenangkan dan makan pagi nya enak"
"positive", "bersih dan pelayanannya memuaskan"
"positive", "cukup bersih makanan untuk sarapan biasa saja"
"positive", "kamar luas bersih dekat dengan x trans bisa jalan kaki dekat dengan ciwalk"
"positive", "hotelnya sangat nyaman harganya juga sangat terjangkau"
"positive", "hotelnya bersih nyaman breakfast nya ok overall good"
"negative", "kolam renangnya tidak ada kemudian kulkas atau lemari es tidak dingin rusak sepertinya"
"negative", "wifii just in lobby smell carpet in front of lift lampu meja hanya menyala sebelah lampu tempat tidurnya juga menyala hanya untuk kasur twin i m not choose twin"
"positive", "pelayanannya ramah ktp saya ketinggalan saat check out"
"positive", "cukup baik dan sesuai dengan tarifnya"
"negative", "kurang nyaman tapi kalau cuma buat tidur ngga papa"
"negative", "kamar mandi kotor item bnyk serangga ada kecoa jg dispenser ada jentik nyamuk seprei dan bantal item kyk gak diganti"
"positive", "kamar dan pelayanan ok untuk pasangan yang baru menikah"
"positive", "harga murah tempat bagus sekali dan rapi"
"negative", "menu sarapan biasa banget cuma nasi kuning"
"negative", "untuk kebersihannya kurang terutama kamar mandi nya"
"positive", "guesthouse yang cukup bagus dengan harga murah"
"positive", "bagus bersih serasa menginap di kos kosan eksklusif"
"positive", "top markotop deh pengin balik lagi kalau pas lagi ke bandung"
"positive", "bagus dan recommended banget buat backpacker"
"positive", "hotelnya nyaman dan kamarnya luas sekali untuk ukuran bintang tiga petugasnya sangat ramah dan tidur kami nyenyak sekali kalau next time ke bandung pasti nginep disini lagi"
"positive", "bagus hotel nya ramah pelayanan nya"
"positive", "memuaskan kamar hotel bersih dan pelayanannya ramah"
"positive", "fasilitas hotel sesuai dengan harga bersih dan nyaman apa lagi disediakan alat salat lengkap"
"positive", "good sangat memuaskan enak buat backpacking harga murah"
"positive", "lumayan dan perlu ditingkatkan lagi"
"positive", "dengan harga yang semurah itu udah dapat fasilitas yang bagus ac air panas sarapan enak resepsionis yang ramah tv kabel dengan channel yang banyaak dan kamar yang nyaman sangat recommended untuk yang pengen liburan murmer di bandung hanya saja jaraknya dari jalan raya yang dilalui angkot cukup jauh sekitar km jadi buat yang tidak bawa kendaraan pribadi harus ngojek"
"negative", "waktu ke kamar ga dianter dr lobby trs selimut di kamarnya kecoklatan gt kaya ga dicuci ga diganti handuknya jg trs sabun sm shampoo kaya ga prna diganti jg dn sabunnya susah keluar kayanya wadahnya rusak dn hrs diganti"
"negative", "koper mesti dipikul karena naek tangga engga ada kesetnya kalau ada barang ketinggalan jangan harap bisa kembali lagi"
"positive", "pelayanan yang sangat ramah dan tempatnya yang bersih nyaman utk berlama lama disana"
"positive", "pelayannya oke ramah tamah petugasnya makanannya jauh dari ngga enak kok"
"negative", "kamar agak lembab kebersihan cukup wifi connection suka putus putus"
"negative", "tempat tidur tidak sesuai dengan permintaan konfirmasi ketersediaan kamar mandi bau dari saluran floor drain air pembuangan di wastafel di kamar mandi tidak lancar sepertinya sering tersumbat lampu di kamar kurang terang remang remang menu sarapan kurang variatif monoton hari pertama mie goreng hari kedua kwitau goreng makanan lainnya sama teras depan kamar kotor tidak di sapu air kolam renang kurang bersih baiknya memberikan waktu tempat untuk solat idul adha"
"negative", "untuk harga segini sih lumayan lah air panas nyala trus dpt breakfast juga memang rasanya gak seberapa enak sih tapi kalo untuk tidur ajah lumayan lah saran sih coba untuk sarung bantal dan handuk plus selimut di laundry agak wangi an yah karna smells nya not good untuk di pake agak ngeri sih sebenrrnya untuk kasur nya tp not bad lah"
"positive", "harga murah fasitilitas masih bagus"
"positive", "saya malam di hotel amelia untuk fasilitas kamar dengan harga segitu saya sangat puas"
"negative", "handuknya kurang bagus sama furniture nya ada yg rusak"
"negative", " publik area kotor kamar kurang bersih banyak bekas sundutan rokok dimeja tidak ada lift"
"negative", "barang ada yang ketinggalan tapi gak di respon"
"positive", "okelah untuk backpacker recommended untuk sekedar jalan"
"positive", "hotel low budget yang amat nyaman ditinggali"
"positive", "check in sebelum waktunya bisa senang banget"
"positive", "pelayananya ramah hotelnya bersih dan nyaman"
"positive", "check in dan check out cepat petugas ramah ramah"
"negative", "menunya kurang banyak jauh dr tempat makan jadi cukup jauh kalau tidak bawa kendaraan pribadi"
"negative", "view dari kamar jelek dan menjemukan"
"positive", "dari harga dan fasilitas oke lahhh"
"negative", "kebersihan kurang kasur dan bantal berdebu cukup tebal tidak disediakan sabun mandi dan shampoo"
"positive", "nyaman dekat dengan tol akses jalan memungkinkan"
"positive", "nyaman bersih pelayanan ok sarapan ok"
"positive", "sangat nyaman pelayanan sangat baik"
"positive", "saya bersama keluarga menginap di pavilion bersih banget nyaman banget service nya bagus dan tenang puas banget deh nginep disana lokasi strategis cm menuju lokasinya di setiabudi macet overall puas nanti mau nginep lagi"
"positive", "tempatnya enak dan tenang untuk liburan bersama keluarga"
"negative", "sayang wifiinya tidak sampai ke kamar diatas"
"positive", "hotel bersih rapi pelayanan ramah dan recommended"
"positive", "lokasi ok makanan dan pelayanan lumayan"
"positive", "bersih nyaman tidak bising dan dekat dengan daerah unpad dengan kulinernya yang serba ada"
"positive", "nyaman dan memuaskan dan dekat dengan pusat belanja"
"positive", "terima kasih unik hotel telah memberikan pelayanan yang terbaik untuk kami berdua"
"negative", "terlalu mengganggu keluar masuk karyawan dan tamu yg lain"
"positive", "lokasi dan kebersihan memuaskan"
"positive", "memuaskan sekali kamar mandi share yang bikin malas hehehe tapi bersih banget"
"positive", "terkesan terutama ketika saya harus check out jam pagi karena harus mengejar kereta pagi pihak blessing house menawarkan sarapan jam dan benar saya bisa sarapan jam thanks the blessing house bed breakfast"
"positive", "harga terjangkau kamar nyaman pelayanan sangat baik kebersihan bagus lokasi strategis"
"positive", "ditengah kota dekat dengan tempat kuliner"
"positive", "okelah untuk harga segitu sesuai saja ditambah lagi diskon dr traveloka"
"negative", "kamar terlalu kecil saya pesan kamar yang kecil yang satu agak serem dan tidak ada jendela atau cahaya masuk"
"positive", "lokasi strategis kamar bersih nyaman murah breakfast lumayan tamannya juga bersih deket tkg sate jando bumbunya enaaaaaakk d balik gedung sate pasti menginap lg"
"positive", "lokasi stragis dekat lokasi olahraga pagi"
"positive", "hotel sangat strategis pelayanan sangat ramah suasana home sweet home sangat nyaman"
"negative", "mantap cuma perlu di cek pintu suka macet"
"negative", "mengecewakan kondisi kamar tidak nyaman"
"positive", "bagus semua cukup puas dan pingin lagi"
"positive", "mantap dan memuaskan"
"positive", "hotelnya bersih nyaman tenang"
"negative", "harga di minta tetap stabil dan privasi penghuni tetap di utamakan"
"positive", "tenang nyaman aman ramah dan harga usahakan tetap stabil"
"positive", "terima kasih ahadiat hotel nyaman tempatnya sejuk cocok untuk istirahat"
"positive", "selalu bersih dan harga terjangkau view bagus dan dingin"
"positive", "saya suka bungalownya bisa langsung mancing"
"positive", "bagus tempatnya nyaman buat liburan"
"positive", "nyaman dan pelayannya ramah serta kolam renangnya memuaskan"
"positive", "keren banget betah jadi gamau pulang"
"negative", "breakfast kurang rasanya kurang variatif"
"positive", "hotel yang bagus letak strategis ditengah kota"
"positive", "pelayanannya ok tempatnya strategis dr pusat kota bandung"
"negative", "breakfast nya tidak ada tolong diperbaiki juga siaran tv banyak semutnya"
"positive", "aman bersih pelayanan ok makanan ok lokasi strategis"
"negative", "kamar yang bawah bau apek ada kecoa berisik oleh pengunjung cafe service fo jelek"
"negative", "banyak serangga di kamar agau bau apek air panas lama keluar"
"positive", "hotelnya bersih nyaman dan aman"
"negative", "ada beberapa pelanggan hotel yg kurang menjaga ketertiban di pagi hari"
"negative", "peletakan lampu led dan kaca kamar mandi kurang pas sehingga tidur kurang nyaman lebih baik dsaat lampu utama dmatikan lampu yang lain jangan sampai mengarah ke tempat tdur tapi darahkan ke atas"
"positive", "hotelnya nyaman dan lokasinya strategis"
"negative", "lantai kamar kotor seperti tidak di bersihkan"
"positive", "kamarnya bersih ambience nya bagus lokasi private"
"negative", "air di kamar mandi kecil banyak nyamuk"
"negative", "remote ac tidak berfungsi dengan baik dan splash air toiletnya tidak lancar"
"positive", "nginap disini karena harga sewanya murah"
"positive", "hotel cukup nyaman lokasi strategis bila mau shopping kuliner"
"positive", "enak tempatnya sesuai budget oke"
"negative", "kebersihan sangat mengecewakan jauh dari ekspektasi"
"positive", "tempat yang tenang dan nyaman serta strategis"
"positive", "good and cozy lebih tingkatkan lagi pelayanannya"
"negative", "saluran tv tidak bagus harga additional breakfast mahal"
"positive", "hotelnya sangat cocok dgn harapan saya yg mencari kamar hotel dgn bnyk tempat tidur saya memesan kamar master room yang bisa memuat orang dalam kamar kami sangat nyaman dgn kamarnya recommended utk rombongan atau utk big family"
"positive", "nice nyaman dekat dengan pusat kota"
"positive", "bagus sempet dikasih kamar twin padahal mintanya kingbed dan akhirnya di upsize dan dikasih singkong goreng buat petmintaan maaf keren"
"positive", "lumayan bagus bersih dan nyaman"
"positive", "nyaman tenang tidak terganggu dengan suara kendaraan"
"negative", "air panas tidak bisa diatur panas melulu di kamar"
"negative", "televisi tidak hidup rusak kabur bermasalah"
"negative", "parkirnya terbatas perlu di tambah lahan parkir"
"positive", "harusnya ini masuk kategori bintang lah"
"positive", "bersih dan nyaman buat istirahat sejenak"
